State,District,Year,Annual Total Rainfall (mm),Annual Rainfall Anomaly (mm),Extreme Rainfall Days (90th Percentile),Very Heavy Rainfall Days (>50mm),Longest Consecutive Dry Spell (days),Longest Consecutive Wet Spell (days),Maximum Daily Rainfall (mm),Hazard Score
Uttar Pradesh,Basti,2021,1492.298281,468.1876342,56,5,111,11,88.76759834,0.724553959
Uttar Pradesh,Basti,2022,897.9643725,-126.146274,34,2,88,12,102.7245564,0.387631074
Uttar Pradesh,Basti,2023,730.2473812,-293.8632653,23,2,78,9,76.21936183,0.217897299
Uttar Pradesh,Basti,2024,1166.231732,142.1210859,36,5,85,17,155.5469887,0.635198058
Uttar Pradesh,Basti,2025,750.8514242,-273.2592224,34,0,99,18,44.62697525,0.286768025
Uttar Pradesh,Bijnor,2010,1519.521935,495.5420152,45,6,68,19,91.14111392,0.695111988
Uttar Pradesh,Bijnor,2011,1103.165869,79.18594979,37,1,72,10,170.6041412,0.474013526
Uttar Pradesh,Bijnor,2012,580.034729,-443.9451906,24,0,82,13,35.9122673,0.17745098
Uttar Pradesh,Bijnor,2013,1147.766201,123.7862812,43,2,61,27,59.66356532,0.498633119
Uttar Pradesh,Bijnor,2014,916.9195415,-107.060378,30,2,59,9,119.1087275,0.288100242
Uttar Pradesh,Bijnor,2015,947.0558775,-76.92404203,33,2,56,10,52.04507576,0.223320665
Uttar Pradesh,Bijnor,2016,863.2296837,-160.7502358,29,2,87,15,67.26158803,0.39526497
Uttar Pradesh,Bijnor,2017,935.3683164,-88.61160313,31,2,77,16,78.6252154,0.394257991
Uttar Pradesh,Bijnor,2018,944.4313353,-79.54858426,36,3,75,25,55.5754158,0.492369283
Uttar Pradesh,Bijnor,2019,907.1497795,-116.8301401,40,0,56,11,44.93561908,0.20509364
Uttar Pradesh,Bijnor,2020,957.4411333,-66.53878628,38,1,78,16,62.22576338,0.399877172
Uttar Pradesh,Bijnor,2021,1105.641804,81.66188428,37,4,75,7,75.39906743,0.429685966
Uttar Pradesh,Bijnor,2022,1021.887841,-2.092078917,37,3,80,12,79.4884985,0.45828679
Uttar Pradesh,Bijnor,2023,1343.601157,319.6212372,50,3,75,14,64.61498528,0.57244512
Uttar Pradesh,Bijnor,2024,923.9478607,-100.0320589,35,2,90,15,81.06797473,0.476287816
Uttar Pradesh,Bijnor,2025,1166.51565,142.5357302,40,4,83,27,99.00747019,0.694811067
Uttar Pradesh,Budaun,2010,1017.528436,282.9595748,54,1,84,27,51.54563905,0.719167505
Uttar Pradesh,Budaun,2011,1074.577432,340.0085701,51,2,97,10,71.78722973,0.748372522
Uttar Pradesh,Budaun,2012,759.4085889,24.83972737,34,2,60,15,77.69291477,0.48928426
Uttar Pradesh,Budaun,2013,827.4972207,92.92835917,44,0,79,10,45.25470705,0.385740512
Uttar Pradesh,Budaun,2014,434.1118964,-300.4569651,24,0,59,10,32.46828328,0.057875177
Uttar Pradesh,Budaun,2015,615.8353827,-118.7334788,28,1,62,8,59.63629049,0.260505918
Uttar Pradesh,Budaun,2016,673.4285788,-61.14028268,35,1,86,10,56.17378527,0.41070422
Uttar Pradesh,Budaun,2017,570.9209344,-163.6479271,30,0,82,11,38.89940478,0.241295719
Uttar Pradesh,Budaun,2018,788.5821035,54.01324198,41,1,80,15,64.26779219,0.515410428
Uttar Pradesh,Budaun,2019,583.4310506,-151.1378109,34,0,59,9,31.34218604,0.140949284
Uttar Pradesh,Budaun,2020,522.3631166,-212.2057449,31,0,53,6,33.57646233,0.068603887
Uttar Pradesh,Budaun,2021,671.7958842,-62.77297726,32,1,90,7,54.86184179,0.38099137
Uttar Pradesh,Budaun,2022,691.9579523,-42.61090923,33,2,81,12,74.87448044,0.513397812
Uttar Pradesh,Budaun,2023,929.3461548,194.7772933,41,3,53,25,86.51265386,0.707444941
Uttar Pradesh,Budaun,2024,850.379126,115.8102645,37,2,92,15,83.4094134,0.668105271
Uttar Pradesh,Budaun,2025,741.9379263,7.369064757,36,2,64,12,67.80743663,0.457327582
Uttar Pradesh,Bulandshahr,2010,875.3672196,235.8089701,50,0,128,20,43.81231807,0.695391044
Uttar Pradesh,Bulandshahr,2011,814.803512,175.2452625,43,2,94,8,65.2288318,0.632252346
Uttar Pradesh,Bulandshahr,2012,593.0116289,-46.54662061,33,0,71,13,44.70869607,0.327789253
Uttar Pradesh,Bulandshahr,2013,525.0644812,-114.4937683,33,1,58,7,59.77210221,0.327082809
Uttar Pradesh,Bulandshahr,2014,368.4763215,-271.0819279,24,0,60,6,32.73908967,0.07043279
Uttar Pradesh,Bulandshahr,2015,601.759966,-37.79828346,35,1,33,8,52.56694442,0.308244617
Uttar Pradesh,Bulandshahr,2016,657.5008867,17.94263721,37,0,86,10,47.31008067,0.379777747
Uttar Pradesh,Bulandshahr,2017,632.2065901,-7.351659399,33,1,62,9,78.0787154,0.446918489
Uttar Pradesh,Bulandshahr,2018,614.335232,-25.22301746,31,1,97,17,58.35902383,0.505599368
Uttar Pradesh,Bulandshahr,2019,482.839993,-156.7182565,31,0,55,6,26.97853037,0.125890464
Uttar Pradesh,Bulandshahr,2020,416.0010373,-223.5572121,29,0,54,7,25.45696473,0.094323524
Uttar Pradesh,Bulandshahr,2021,706.3780915,66.81984199,42,1,90,6,68.04847512,0.516941206
Uttar Pradesh,Bulandshahr,2022,655.940876,16.38262656,39,3,80,10,74.54226773,0.634477042
Uttar Pradesh,Bulandshahr,2023,729.1815493,89.62329987,41,2,50,23,60.43127658,0.645949918
Uttar Pradesh,Bulandshahr,2024,743.0515961,103.4933467,38,2,92,12,63.96905782,0.608325786
Uttar Pradesh,Bulandshahr,2025,817.0130103,177.4547608,46,2,84,13,59.25754826,0.664772754
Uttar Pradesh,Chandauli,2010,681.9833511,-181.2073612,33,0,77,16,30.24673371,0.167861132
Uttar Pradesh,Chandauli,2011,1049.562362,186.3716499,39,4,84,31,77.5692071,0.780022364
Uttar Pradesh,Chandauli,2012,961.1142289,97.92351662,35,2,49,17,63.14724168,0.414447767
Uttar Pradesh,Chandauli,2013,936.0005089,72.80979666,38,1,72,9,55.10332558,0.364916879
Uttar Pradesh,Chandauli,2014,724.1350789,-139.0556333,36,0,61,8,34.8851386,0.136706207
Uttar Pradesh,Chandauli,2015,766.422623,-96.76808923,30,2,62,7,69.25213796,0.259035691
Uttar Pradesh,Chandauli,2016,1081.697868,218.5071562,47,1,83,15,62.66355549,0.596331638
Uttar Pradesh,Chandauli,2017,727.5272557,-135.6634566,32,1,120,16,52.04102065,0.363191563
Uttar Pradesh,Chandauli,2018,783.5835947,-79.60711755,36,1,80,21,50.47387851,0.371749657
Uttar Pradesh,Chandauli,2019,1078.556554,215.3658415,36,4,86,17,92.76301575,0.707199266
Uttar Pradesh,Chandauli,2020,863.8923162,0.701603995,38,1,41,15,53.53649798,0.307830675
Uttar Pradesh,Chandauli,2021,1089.933581,226.7428683,46,1,69,20,50.63334656,0.56519208
Uttar Pradesh,Chandauli,2022,721.4964269,-141.6942853,34,0,80,17,40.38812785,0.232275824
Uttar Pradesh,Chandauli,2023,725.6839406,-137.5067716,34,0,78,9,46.8555799,0.190278755
Uttar Pradesh,Chandauli,2024,742.4609956,-120.7297167,36,0,87,12,37.80391537,0.234074417
Uttar Pradesh,Chandauli,2025,877.0007104,13.80999822,35,1,79,17,97.33467171,0.486639835
Uttar Pradesh,Chitrakoot,2010,606.6553471,-291.268916,37,0,94,12,41.63113785,0.230711376
Uttar Pradesh,Chitrakoot,2011,1122.726849,224.8025854,45,2,96,16,79.64007672,0.537464266
Uttar Pradesh,Chitrakoot,2012,1162.925217,265.0009538,38,5,88,17,82.2182964,0.595625846
Uttar Pradesh,Chitrakoot,2013,1476.036493,578.1122295,55,6,73,22,131.9445572,0.889380531
Uttar Pradesh,Chitrakoot,2014,755.7802778,-142.1439853,26,2,60,7,85.71985037,0.226776388
Uttar Pradesh,Chitrakoot,2015,636.9991461,-260.9251171,30,0,35,8,34.5516386,0.056381741
Uttar Pradesh,Chitrakoot,2016,779.048342,-118.8759211,32,1,83,9,66.85937535,0.258496155
Uttar Pradesh,Chitrakoot,2017,747.6870395,-150.2372236,23,3,148,9,70.67048714,0.363668565
Uttar Pradesh,Chitrakoot,2018,692.7088213,-205.2154418,31,0,96,16,40.20683601,0.260608175
Uttar Pradesh,Chitrakoot,2019,989.0007907,91.0765276,37,2,69,14,64.348848,0.382425894
Uttar Pradesh,Chitrakoot,2020,910.1650169,12.24075376,41,1,54,16,60.51188402,0.35418169
Uttar Pradesh,Chitrakoot,2021,1220.991082,323.0668193,40,2,123,10,71.1562441,0.488547904
Uttar Pradesh,Chitrakoot,2022,1138.276882,240.3526189,46,3,120,7,55.62669295,0.4676805
Uttar Pradesh,Chitrakoot,2023,590.1594809,-307.7647822,34,0,57,12,47.47706387,0.167414637
Uttar Pradesh,Chitrakoot,2024,706.0690765,-191.8551866,35,1,108,9,59.52949194,0.284720685
Uttar Pradesh,Chitrakoot,2025,831.5583486,-66.36591456,35,2,102,10,78.64402823,0.371079598
Uttar Pradesh,Deoria,2010,789.9036478,-46.84208586,35,1,127,9,52.09256665,0.33229405
Uttar Pradesh,Deoria,2011,1059.45184,222.7061067,46,2,95,14,65.81073602,0.460499245
Uttar Pradesh,Deoria,2012,957.7552376,121.009504,34,2,82,10,138.5091623,0.43335152
Uttar Pradesh,Deoria,2013,785.984682,-50.76105165,37,0,71,10,47.09417836,0.164522343
Uttar Pradesh,Deoria,2014,684.488533,-152.2572007,27,1,62,7,55.35786152,0.107025624
Uttar Pradesh,Deoria,2015,583.330767,-253.4149667,27,2,62,9,56.18257252,0.147828886
Uttar Pradesh,Deoria,2016,694.3662181,-142.3795156,39,0,131,10,34.06563028,0.281601281
Uttar Pradesh,Deoria,2017,653.5200012,-183.2257324,27,1,83,15,56.29479027,0.220105137
Uttar Pradesh,Deoria,2018,540.0473906,-296.6983431,30,0,94,15,30.36888532,0.157850242
Uttar Pradesh,Deoria,2019,1130.757774,294.0120407,38,4,64,15,133.7331514,0.5581851
Uttar Pradesh,Deoria,2020,1302.198965,465.4532309,58,4,89,18,95.60445023,0.709263863
Uttar Pradesh,Deoria,2021,1436.782548,600.0368145,63,2,111,27,70.98648659,0.764290996
Uttar Pradesh,Deoria,2022,792.3964024,-44.34933128,37,0,88,7,42.48762131,0.174677161
Uttar Pradesh,Deoria,2023,580.014597,-256.7311367,28,1,77,9,58.58263286,0.150106384
Uttar Pradesh,Deoria,2024,668.8090784,-167.9366552,31,2,87,15,64.50287151,0.305444138
Uttar Pradesh,Deoria,2025,728.1240561,-108.6216776,28,2,99,10,95.68327117,0.33795382
Uttar Pradesh,Etah,2010,764.6173617,87.01652059,46,0,72,16,38.51343695,0.488709493
Uttar Pradesh,Etah,2011,757.1462387,79.54539759,44,2,105,10,63.06452386,0.653491711
Uttar Pradesh,Etah,2012,580.0341152,-97.56672592,34,0,85,12,34.85001771,0.335691789
Uttar Pradesh,Etah,2013,699.7306967,22.12985557,44,0,106,12,43.61162949,0.509349115
Uttar Pradesh,Etah,2014,364.3408988,-313.2599423,23,0,59,6,22.23387853,0.052380952
Uttar Pradesh,Etah,2015,449.5154382,-228.0854029,30,0,37,11,30.53161788,0.137423503
Uttar Pradesh,Etah,2016,556.886396,-120.7144452,31,2,86,9,74.35734197,0.46912894
Uttar Pradesh,Etah,2017,589.1779409,-88.42290025,31,1,98,8,52.67127482,0.400372154
Uttar Pradesh,Etah,2018,890.4561096,212.8552685,42,2,49,16,108.7606525,0.687460426
Uttar Pradesh,Etah,2019,623.8082126,-53.79262853,35,0,60,7,37.26245483,0.254314916
Uttar Pradesh,Etah,2020,476.4583827,-201.1424585,31,0,54,7,41.58457441,0.177123638
Uttar Pradesh,Etah,2021,727.793325,50.19248385,31,2,107,6,84.41148265,0.559716401
Uttar Pradesh,Etah,2022,742.6960013,65.09516018,35,3,81,13,98.47873004,0.678536257
Uttar Pradesh,Etah,2023,873.4549605,195.8541194,39,3,45,24,76.27883403,0.718386852
Uttar Pradesh,Etah,2024,945.6677388,268.0668976,43,3,89,12,101.9738509,0.811219973
Uttar Pradesh,Etah,2025,799.8296414,122.2288003,46,1,64,20,66.61297607,0.626474784
Uttar Pradesh,Etawah,2010,575.5109215,-13.97912943,39,0,86,10,36.67306057,0.353883779
Uttar Pradesh,Etawah,2011,741.6876572,152.1976063,49,1,101,11,60.39856458,0.596769331
Uttar Pradesh,Etawah,2012,364.1062213,-225.3838296,27,0,104,10,27.30957508,0.244062604
Uttar Pradesh,Etawah,2013,795.8544397,206.3643888,45,1,102,9,71.02226162,0.582061835
Uttar Pradesh,Etawah,2014,285.7356121,-303.7544389,23,0,71,9,17.51224136,0.107600733
Uttar Pradesh,Etawah,2015,402.9678613,-186.5221896,25,0,35,6,47.17550993,0.097990853
Uttar Pradesh,Etawah,2016,459.6901891,-129.7998618,26,0,86,6,39.1683532,0.197367223
Uttar Pradesh,Etawah,2017,483.3689611,-106.1210898,29,2,98,7,54.72305536,0.396861923
Uttar Pradesh,Etawah,2018,709.0063894,119.5163385,33,3,97,18,107.0329494,0.783927578
Uttar Pradesh,Etawah,2019,509.7348138,-79.7552371,39,0,57,10,45.43668342,0.299540935
Uttar Pradesh,Etawah,2020,442.8205962,-146.6694547,36,0,67,7,23.28882009,0.199865064
Uttar Pradesh,Etawah,2021,545.0625319,-44.42751898,36,1,126,9,53.5309298,0.474832758
Uttar Pradesh,Etawah,2022,656.7117739,67.22172303,31,2,121,6,98.38506031,0.564117735
Uttar Pradesh,Etawah,2023,748.5101872,159.0201363,45,0,47,18,44.31931959,0.488430432
Uttar Pradesh,Etawah,2024,910.5640469,321.073996,52,2,89,15,92.66060209,0.808254253
Uttar Pradesh,Etawah,2025,800.5086119,211.018561,50,0,87,17,38.79261041,0.58011786
Uttar Pradesh,Faizabad,2010,818.4186278,-38.97656066,36,3,82,14,75.85964727,0.506373488
Uttar Pradesh,Faizabad,2011,986.69738,129.3021916,39,5,96,10,66.50729704,0.565779436
Uttar Pradesh,Faizabad,2012,1018.477846,161.0826573,39,3,82,7,107.7088861,0.503650435
Uttar Pradesh,Faizabad,2013,1131.868888,274.4736992,40,6,76,9,90.21781301,0.620458091
Uttar Pradesh,Faizabad,2014,691.7096962,-165.6854922,27,2,84,7,77.50003147,0.25193524
Uttar Pradesh,Faizabad,2015,526.7835516,-330.6116368,29,1,32,7,56.39903867,0.063897731
Uttar Pradesh,Faizabad,2016,809.9423143,-47.4528741,33,1,82,10,73.758605,0.347330407
Uttar Pradesh,Faizabad,2017,680.07474,-177.3204485,38,0,100,13,44.08479142,0.3675524
Uttar Pradesh,Faizabad,2018,689.0401086,-168.3550798,39,1,119,16,52.12427211,0.51071256
Uttar Pradesh,Faizabad,2019,1046.395084,188.9998953,38,2,75,11,113.9816427,0.545993092
Uttar Pradesh,Faizabad,2020,1184.03963,326.6444412,46,5,45,14,71.730618,0.656337987
Uttar Pradesh,Faizabad,2021,1120.009174,262.6139854,48,4,111,9,145.4519506,0.783252333
Uttar Pradesh,Faizabad,2022,809.6331331,-47.76205535,34,2,88,11,127.2560415,0.500938905
Uttar Pradesh,Faizabad,2023,628.075538,-229.3196504,27,2,49,12,62.17873734,0.236150618
Uttar Pradesh,Faizabad,2024,844.5555291,-12.83965931,31,3,85,10,128.4526639,0.49146459
Uttar Pradesh,Faizabad,2025,732.6017756,-124.7934128,41,1,99,8,54.11608768,0.354444517
Uttar Pradesh,Farrukhabad,2010,895.014156,322.0908374,51,2,68,20,51.62255838,0.755102523
Uttar Pradesh,Farrukhabad,2011,759.7263547,186.803036,44,3,106,9,76.81840515,0.765534106
Uttar Pradesh,Farrukhabad,2012,618.1822439,45.25892524,39,1,84,10,56.26600477,0.482145117
Uttar Pradesh,Farrukhabad,2013,708.2342693,135.3109506,42,0,96,8,40.55689642,0.421187619
Uttar Pradesh,Farrukhabad,2014,315.5732091,-257.3501096,24,0,59,6,26.82149512,0.055413196
Uttar Pradesh,Farrukhabad,2015,458.0372954,-114.8860233,29,1,38,8,53.70762401,0.251342665
Uttar Pradesh,Farrukhabad,2016,371.981704,-200.9416147,31,0,121,6,26.17321343,0.237212631
Uttar Pradesh,Farrukhabad,2017,616.6687577,43.745439,35,1,98,10,59.58128526,0.496041032
Uttar Pradesh,Farrukhabad,2018,791.2555883,218.3322697,44,1,55,16,62.24274021,0.590893404
Uttar Pradesh,Farrukhabad,2019,584.7929006,11.86958194,44,0,60,6,38.4388104,0.296545695
Uttar Pradesh,Farrukhabad,2020,356.2621858,-216.6611328,27,0,51,5,43.73631944,0.114124324
Uttar Pradesh,Farrukhabad,2021,548.3989793,-24.52433933,34,2,73,6,67.42082426,0.456940712
Uttar Pradesh,Farrukhabad,2022,412.753149,-160.1701697,33,0,83,7,32.16384421,0.215805815
Uttar Pradesh,Farrukhabad,2023,627.8689164,54.94559768,35,2,50,16,58.91104041,0.522893566
Uttar Pradesh,Farrukhabad,2024,568.3126998,-4.610618887,36,1,94,14,50.60678609,0.495183465
Uttar Pradesh,Farrukhabad,2025,533.7106895,-39.21262918,37,0,87,10,33.43965467,0.320852608
Uttar Pradesh,Fatehpur,2010,499.7265379,-174.2682009,35,0,75,10,30.80540867,0.286046014
Uttar Pradesh,Fatehpur,2011,962.5299439,288.5352051,51,2,96,19,91.16661508,0.853287999
Uttar Pradesh,Fatehpur,2012,1019.215333,345.2205945,46,4,103,8,71.32367107,0.774284983
Uttar Pradesh,Fatehpur,2013,958.5813538,284.586615,50,3,72,20,74.98651041,0.798957391
Uttar Pradesh,Fatehpur,2014,469.3508456,-204.6438932,25,1,59,7,50.17422676,0.24461567
Uttar Pradesh,Fatehpur,2015,303.7647649,-370.2299739,16,0,47,5,21.89056454,0
Uttar Pradesh,Fatehpur,2016,583.3755126,-90.61922622,35,1,83,13,59.33120796,0.469993997
Uttar Pradesh,Fatehpur,2017,579.6749746,-94.31976418,29,0,98,13,48.35123284,0.411540353
Uttar Pradesh,Fatehpur,2018,714.8568992,40.86216038,40,1,99,20,78.6384885,0.690327114
Uttar Pradesh,Fatehpur,2019,885.8690833,211.8743445,38,4,108,9,74.61628601,0.737179707
Uttar Pradesh,Fatehpur,2020,685.0998293,11.10509047,41,0,51,11,45.03383701,0.340643133
Uttar Pradesh,Fatehpur,2021,978.6057986,304.6110598,47,2,111,8,85.5362399,0.741279837
Uttar Pradesh,Fatehpur,2022,844.4772352,170.4824964,48,3,89,11,65.68882254,0.684754777
Uttar Pradesh,Fatehpur,2023,391.6572716,-282.3374672,27,0,51,12,27.63246168,0.174864309
Uttar Pradesh,Fatehpur,2024,391.133196,-282.8615428,27,0,108,13,33.08644693,0.347412217
Uttar Pradesh,Fatehpur,2025,515.9972411,-157.9974977,30,0,102,20,33.21254035,0.453241577
Uttar Pradesh,Firozabad,2010,609.9036719,-83.84997802,31,0,86,11,29.19888063,0.267988322
Uttar Pradesh,Firozabad,2011,753.7103851,59.95673522,42,0,105,24,42.90071995,0.582030443
Uttar Pradesh,Firozabad,2012,588.448467,-105.3051829,38,0,85,12,29.27042096,0.323107649
Uttar Pradesh,Firozabad,2013,817.1780863,123.4244364,42,1,79,17,66.34808835,0.561641826
Uttar Pradesh,Firozabad,2014,372.1169586,-321.6366913,25,0,59,7,25.95269923,0.05399061
Uttar Pradesh,Firozabad,2015,489.2164277,-204.5372222,30,0,36,7,29.41816893,0.073340597
Uttar Pradesh,Firozabad,2016,667.4054951,-26.34815481,37,2,86,10,95.77557044,0.535919536
Uttar Pradesh,Firozabad,2017,565.6760474,-128.0776025,27,1,98,7,76.72642413,0.346905644
Uttar Pradesh,Firozabad,2018,869.1153592,175.3617093,38,3,97,16,93.24725697,0.731190113
Uttar Pradesh,Firozabad,2019,581.4390024,-112.3146475,33,0,58,10,36.95600546,0.212741508
Uttar Pradesh,Firozabad,2020,521.3971183,-172.3565316,36,0,54,8,34.46268529,0.187142691
Uttar Pradesh,Firozabad,2021,724.801732,31.04808212,31,1,107,10,51.52331552,0.428096616
Uttar Pradesh,Firozabad,2022,840.1000491,146.3463992,40,3,67,13,106.5617157,0.660387892
Uttar Pradesh,Firozabad,2023,862.5027058,168.749056,42,2,45,14,80.16008342,0.54164386
Uttar Pradesh,Firozabad,2024,1024.421876,330.668226,47,3,90,17,130.1635694,0.891466446
Uttar Pradesh,Firozabad,2025,812.6250165,118.8713666,46,1,65,11,51.76084232,0.475764455
Uttar Pradesh,Gautam Buddha Nagar,2010,712.0733164,202.5611132,46,0,138,16,42.06978595,0.677703504
Uttar Pradesh,Gautam Buddha Nagar,2011,705.3997856,195.8875824,45,0,105,8,38.05917144,0.504572129
Uttar Pradesh,Gautam Buddha Nagar,2012,524.685297,15.17309378,38,0,71,9,48.68085957,0.348276995
Uttar Pradesh,Gautam Buddha Nagar,2013,498.9901285,-10.52207467,44,1,79,9,67.46447253,0.536543028
Uttar Pradesh,Gautam Buddha Nagar,2014,299.7516762,-209.760527,27,0,93,3,26.49686599,0.081439394
Uttar Pradesh,Gautam Buddha Nagar,2015,468.7534445,-40.75875873,36,0,77,8,47.03990245,0.304871656
Uttar Pradesh,Gautam Buddha Nagar,2016,426.0381664,-83.4740368,31,0,87,8,39.77762055,0.245482006
Uttar Pradesh,Gautam Buddha Nagar,2017,498.5173212,-10.994882,27,1,78,6,88.8997829,0.416707728
Uttar Pradesh,Gautam Buddha Nagar,2018,479.3836932,-30.12850997,33,1,104,8,54.9180032,0.439679213
Uttar Pradesh,Gautam Buddha Nagar,2019,400.3337998,-109.1784034,32,0,70,5,26.56353572,0.142602561
Uttar Pradesh,Gautam Buddha Nagar,2020,336.5822176,-172.9299856,28,0,100,7,37.73459017,0.192376097
Uttar Pradesh,Gautam Buddha Nagar,2021,614.429289,104.9170858,38,1,90,7,66.59022093,0.529481435
Uttar Pradesh,Gautam Buddha Nagar,2022,512.0744118,2.56220863,32,2,80,7,62.37533283,0.491244792
Uttar Pradesh,Gautam Buddha Nagar,2023,519.0297467,9.517543491,47,0,50,11,30.19544697,0.354069307
Uttar Pradesh,Gautam Buddha Nagar,2024,567.2234141,57.71121087,36,1,92,12,58.75288296,0.532144789
Uttar Pradesh,Gautam Buddha Nagar,2025,588.929543,79.4173398,45,0,84,18,43.25002861,0.542695293
Uttar Pradesh,Ghaziabad,2010,924.5519954,261.5913074,47,2,64,19,61.81624508,0.734530539
Uttar Pradesh,Ghaziabad,2011,698.1711405,35.21045246,39,0,82,6,41.39046033,0.354633339
Uttar Pradesh,Ghaziabad,2012,541.8579912,-121.1026969,32,2,82,6,54.04945056,0.390508297
Uttar Pradesh,Ghaziabad,2013,806.6111869,143.6504989,43,1,79,7,93.67678579,0.617454472
Uttar Pradesh,Ghaziabad,2014,434.7587684,-228.2019196,26,0,93,3,33.18096821,0.146258503
Uttar Pradesh,Ghaziabad,2015,612.579494,-50.38119405,35,0,56,8,45.84802055,0.237959769
Uttar Pradesh,Ghaziabad,2016,498.7984829,-164.1622051,30,0,87,10,33.46829287,0.253065027
Uttar Pradesh,Ghaziabad,2017,592.5363234,-70.42436467,32,2,78,6,66.25363127,0.426453321
Uttar Pradesh,Ghaziabad,2018,709.1878328,46.22714469,37,2,80,11,96.14300251,0.64383614
Uttar Pradesh,Ghaziabad,2019,547.7873517,-115.1733364,32,0,72,8,46.28669548,0.247685782
Uttar Pradesh,Ghaziabad,2020,512.7916631,-150.1690249,34,0,69,7,36.6036574,0.20539778
Uttar Pradesh,Ghaziabad,2021,869.891656,206.9309679,43,3,77,7,66.6819849,0.671838038
Uttar Pradesh,Ghaziabad,2022,683.7697313,20.80904321,40,0,80,7,49.75020917,0.383412359
Uttar Pradesh,Ghaziabad,2023,739.6581406,76.69745249,40,1,50,10,60.40002823,0.4153859
Uttar Pradesh,Ghaziabad,2024,605.7019176,-57.2587705,30,0,99,7,43.07794889,0.324446116
Uttar Pradesh,Ghaziabad,2025,828.7173333,165.7566452,45,2,84,17,77.23946953,0.7740676
Uttar Pradesh,Ghazipur,2010,669.356626,-158.461018,26,0,77,15,44.06912899,0.191399693
Uttar Pradesh,Ghazipur,2011,1079.016306,251.1986618,52,2,96,25,58.16305283,0.734878817
Uttar Pradesh,Ghazipur,2012,718.4490835,-109.3685605,27,2,83,12,71.74275528,0.352987681
Uttar Pradesh,Ghazipur,2013,858.0696919,30.25204785,41,1,72,16,52.03709888,0.391943261
Uttar Pradesh,Ghazipur,2014,708.7592103,-119.0584337,37,0,77,11,31.35961669,0.21264745
Uttar Pradesh,Ghazipur,2015,778.8821512,-48.93549281,30,2,62,7,59.03879098,0.249123259
Uttar Pradesh,Ghazipur,2016,988.9727154,161.1550714,46,1,82,21,54.53762627,0.545523763
Uttar Pradesh,Ghazipur,2017,750.1331353,-77.68450879,33,0,62,14,48.66922801,0.213082896
Uttar Pradesh,Ghazipur,2018,710.4142832,-117.4033609,31,1,86,22,65.28204468,0.405339228
Uttar Pradesh,Ghazipur,2019,1077.371076,249.5534319,35,5,53,11,96.47657122,0.574414442
Uttar Pradesh,Ghazipur,2020,981.9985025,154.1808584,45,0,86,31,46.24375435,0.566309857
Uttar Pradesh,Ghazipur,2021,1103.108636,275.2909915,53,1,74,18,56.00485543,0.582221933
Uttar Pradesh,Ghazipur,2022,622.1527696,-205.6648745,31,1,88,12,51.58412361,0.277495917
